hotel_id,city,province,name,address,postalcode
1024,Lyndon,VT,Lyndon Motor Lodge,6148 Memorial Dr,5849
1025,Mackinaw City,MI,Americas Best Value Inn Mackinaw City,112 Old Us 31,49701
1026,Macomb,IL,Hampton Inn Macomb,1639 E Jackson St,61455
1027,Macon,GA,Residence Inn Macon,3900 Sheraton Dr,31210
1028,Madison,WI,Days Inn & Suites Madison,4402 E Broadway Service Rd,53716
1029,Madison,WI,Hotel Red,1501 Monroe St,53711
1030,Madison,WI,Magnuson Grand Hotel,3510 Millpond Rd,53718
1031,Madras,OR,Inn At Cross Keys Station,66 Nw Cedar St,97741
1032,Mamaroneck,NY,Mamaroneck Motel,1015 W Boston Post Rd,10543
1033,Mancos,CO,Mesa Verde Motel,191 Railroad Ave,81328
1034,Manhattan,KS,Best Western Manhattan Inn,601 E Poyntz Ave,66502
1035,Manistee,MI,River Side Motel Marina,520 Water St,49660
1036,Manitou Springs,CO,Dillon Motel,134 Manitou Ave,80829
1037,Manitou Springs,CO,La Fon Motel,123 Manitou Ave,80829-2426
1038,Mansfield,OH,Quality Inn Suites,500 N Trimble Rd,44906
1039,Marana,AZ,"The Ritz-Carlton, Dove Mountain",15000 N Secret Springs Dr,85658
1040,Marble Falls,TX,Best Western Marble Falls Inn,1403 Us Highway 281,78654
1041,Marietta,GA,Holiday Inn Express Marietta - Atlanta Northwest,1250 Franklin Rd SE,30067
1042,Marietta,OH,Microtel Inn Suites by Wyndham Marietta,506 Pike St,45750
1043,Marina,CA,Best Western Beach Dunes Inn,3290 Dunes Rd,93933
1044,Marina,CA,Comfort Inn,140 Reservation Rd,93933
1045,Marina,CA,Howard Johnson Marina at Monterey Bay,416 Reservation Rd,93933
1046,Marinette,WI,Budget Inn,1301 Marinette Ave,54143
1047,Marinette,WI,"Country Inn & Suites By Carlson, Marinette, WI",2020 Old Peshtigo Ct,54143
1048,Markleysburg,PA,National Trail Motel,4617 National Pike,15459
1049,Marlborough,MA,Courtyard Boston Marlborough,75 Felton St,01752-1917
1050,Marquette,MI,Value Host Motor Inn,1101 Us Highway 41 W,49855
1051,Marshall,TX,Best Western Executive Inn,5201 E End Blvd S,75672
1052,Martinsburg,WV,Relax Inn,1022 Winchester Ave,25401
1053,Marysville,WA,Village Inn & Suites,235 Beach Ave,98270
1054,Mason,OH,Motel 6 Mason,5310 Bardes Rd,45040
1055,Mattituck,NY,Mattituck Motel,2150 Bay Ave,11952
1056,Mattoon,IL,Days Inn Mattoon,300 Broadway Ave E,61938
1057,McAlester,OK,Hampton Inn Suites McAlester,711 S George Nigh Expy,74501
1058,McAllen,TX,La Quinta Inn Mcallen,1100 S 10th St,78501
1059,McDonough,GA,Best Western Mcdonough Inn & Suites,805 Industrial Blvd,30253
1060,McMinnville,TN,Best Western Tree City Inn,809 Sparta St,37110
1061,McMinnville,OR,McMenamins Hotel Oregon,310 NE Evans St,97128
1062,McMinnville,OR,Red Lion Inn & Suites McMinnville,2535 NE Cumulus Ave,97128
1063,Medford,OR,Budget Inn of America,345 S Central Ave,97501
1064,Medford,OR,Comfort Inn North,2280 Biddle Rd,97504
1065,Medford,OR,Courtyard by Marriott Medford Airport,600 Airport Rd,97504
1066,Medford,OR,Econo Lodge Inn Suites Central,1015 S Riverside Ave,97501
1067,Medford,OR,Ramada Medford Hotel And Conference Center,2250 Biddle Rd,97504
1068,Medina,OH,Red Roof Inn Cleveland-medina,5021 Eastpointe Dr,44256
1069,Mercer,PA,Holiday Inn Express Grove City (Outlet Center),21 Holiday Blvd,16137
1070,Meredith,NH,Church Landing at Mill Falls,281 Daniel Webster Hwy,3253
1071,Mesa,AZ,Best Western Superstition Springs Inn,1342 S Power Rd,85206
1072,Mesa,AZ,Ramada Mesa Phoenix East Area,1666 S Dobson Rd,85202
1073,Mesquite,NV,Best Western Mesquite Inn,390 N Sandhill Blvd,89027
1074,Mesquite,NV,Solstice Motorcoach Resort,345 Mystic Dr,89034
1075,Miami,FL,"Mandarin Oriental, Miami",500 Brickell Key Drive,33131
1076,Miami,FL,Palmeiras Beach Club at Grove Isle,4 Grove Isle Dr,33133
1077,Miami Beach,FL,AC Hotel Miami Beach,2912 Collins Ave,33140
1078,Miami Beach,FL,Circa 39 Hotel,3900 Collins Ave,33140
1079,Miami Beach,FL,Four Points by Sheraton Miami Beach,4343 Collins Ave,33140
1080,Miami Beach,FL,Hotel St. Augustine,347 Washington Avenue,33139
1081,Miami Beach,FL,Room Mate Lord Balfour,350 Ocean Drive,33139
1082,Miami Beach,FL,Sense Beach House,400 Ocean Drive,33139
1083,Miami Beach,FL,The Hotel of South Beach,801 Collins Avenue,33139
1084,Miami Beach,FL,Villa Paradiso,1415 Collins Ave,33139
1085,Middlefield,CT,Americas Best Value Inn,31 Meriden Rd,6455
1086,Middletown,RI,Hampton Inn & Suites Newport/Middletown,317 W Main Rd,02842-7326
1087,Middletown,NY,Hampton Inn Middletown,20 Crystal Run Xing,10941
1088,Middletown,CT,Inn at Middletown,70 Main St,6457
1089,Midland,TX,Super 8 Midland,3828 W Wall St,79703
1090,Midlothian,VA,Sleep Inn Suites Harbour Pointe,6451 Bayside Ln,23112
1091,Miles City,MT,Best Western War Bonnet Inn,1015 S Haynes Ave,59301
1092,Miles City,MT,Miles City Hotel Suites,1720 S Haynes Ave,59301
1093,Milesburg,PA,Quality Inn,971 N Eagle Valley Road I80 Exit 158,16853
1094,Milford,CT,Hyatt Place Milford,190 Old Gate Ln,6460
1095,Mill Hall,PA,Browns Hill Tavern Motel,717 Browns Hill Rd,17751
1096,Milledgeville,GA,Days Inn Milledgeville,2551 N Columbia St,31061
1097,Milton,FL,Blackwater Inn Milton,8837 Highway 87 S,32583
1098,Milwaukee,WI,Ambassador Hotel,2308 W Wisconsin Ave,53233
1099,Milwaukee,WI,Days Inn & Suites Milwaukee Airport,6331 S 13th St,53221
1100,Milwaukee,WI,Milwaukee Airport Inn,1716 W Layton Ave,53221
1101,Minneapolis,MN,Hampton Inn Suites Minneapolis/Downtown,19 N 8th St,55403
1102,Minneapolis,MN,Super 8 Bloomington/Airport,7800 2nd Ave S,55420
1103,Minooka,IL,Hampton Inn Suites Minooka,621 Bob Blair Rd,60447
1104,Minot,ND,Best Western Kelly Inn,1510 26th Ave SW,58701
1105,Miramar Beach,FL,Quality Inn Suites,39 Scenic Gulf Dr,32550
1106,Missoula,MT,Quality Inn And Suites,4545 N Reserve St,59808
1107,Monroe,LA,Best Western Airport Inn,1475 Garrett Rd,71202
1108,Monroe,LA,Hampton Inn Suites Monroe,5100 Frontage Rd,71202
1109,Monroe,LA,Quality Inn,1407 Martin Luther King Jr Dr,71202
1110,Monroeville,PA,Comfort Suites,2731 Mosside Blvd,15146
1111,Monrovia,CA,Aztec Hotel,311 W Foothill Blvd,91016
1112,Montello,WI,Kozy Rest Motel,106 Central Ave,53949
1113,Monterey,CA,Hyatt Regency Monterey Hotel and Spa on Del Monte Golf Course,1 Old Golf Course Rd,93940
1114,Monterey Park,CA,Best Western Markland Hotel,434 Potrero Grande Dr,91755
1115,Monterey Park,CA,Lincoln Plaza Hotel,123 S Lincoln Ave,91755
1116,Montgomery,TX,Best Western Lake Conroe Inn,14643 Highway 105 W,77356
1117,Montgomeryville,PA,Quality Inn,678 Bethlehem Pike,18936
1118,Monticello,MN,Super 8 Monticello,1114 Cedar St,55362
1119,Montvale,NJ,Courtyard By Marriott Montvale,100 Chestnut Ridge Rd,7645
1120,Moose Lake,MN,Days Inn Moose Lake,400 Park Place Dr,55767
1121,Moosic,PA,Courtyard Scranton Wilkes-Barre,16 Glenmaura National Blvd,18507
1122,Morgantown,WV,Waterfront Place Hotel,2 Waterfront Pl,26501
1123,Moro,OR,Tall Winds Motel,301 Main St,97039
1124,Morrilton,AR,Cedar Falls Motel,1627 Petit Jean Mountain Rd,72110
1125,Morristown,TN,Morristown Hotel Suites,3304 W Andrew Johnson Hwy,37814
1126,Morrisville,PA,Quality Inn & Suites Nj State Capital Area,7 S Pennsylvania Ave,19067
1127,Morro Bay,CA,Pacific Shores Inn,890 Morro Ave,93442
1128,Moses Lake,WA,Best Western Plus Lake Front Hotel,3000 Marina Dr,98837
1129,Moultonborough,NH,Berry Pond Motel,1040 Whittier Hwy,3254
1130,Mount Airy,NC,Mayberry Motor Inn,501 N Andy Griffith Pkwy,27030
1131,Mount Arlington,NJ,Courtyard Rockaway-Mt. Arlington,15 Howard Blvd,07856-1301
1132,Mount Pleasant,TN,America's Best Value Inn Suites,201 Stone Brook Dr,38474
1133,Mount Pleasant,IA,Best Western Mt. Pleasant Inn,810 N Grand Ave,52641
1134,Mount Tremper,NY,Catskill Rose Lodging Dining,5355 Route 212,12457
1135,Mount Vernon,MO,Best Western Mt. Vernon Inn,1200 E Industrial Rd,65712
1136,Mount Vernon,WA,Best Western Plus Skagit Valley Inn and Convention Center,2300 Market St,98273
1137,Mountain Home,AR,Crooked Hook Resort,3483 Rocky Ridge Rd,72653
1138,Mountain Home,AR,Teal Point Resort,715 Teal Point Rd,72653
1139,Mukilteo,WA,TownePlace Suites Seattle Everett/Mukilteo,8521 Mukilteo Speedway,98275
1140,Mulberry,FL,Best Western Mulberry Hotel,2525 State Road 60 E,33860
1141,Munising,MI,Scotty's Motel,415 Cedar St,49862
1142,Murray,KY,Best Western University Inn,1503 N 12th St,42071
1143,Muskegon,MI,Red Roof Inn & Suites Muskegon Heights,150 S Seaway Dr,49444
1144,Myrtle Beach,SC,Aqua Beach Inn,1301 Withers Dr,29577
1145,Myrtle Beach,SC,Coral Beach Resort and Suites,1105 S Ocean Blvd,29577
1146,Myrtle Beach,SC,Courtyard Myrtle Beach Barefoot Landing,1000 Commons Blvd,29572
1147,Myrtle Beach,SC,Crown Reef Beach Resort and Waterpark,2913 S Ocean Blvd,29577
1148,Myrtle Beach,SC,Dunes Village Resort,5200 N Ocean Blvd,29577
1149,Myrtle Beach,SC,Hampton Inn Myrtle Beach-Northwood,620 75th Ave N,29572
1150,Myrtle Beach,SC,Hilton Garden Inn Myrtle Beach/Coastal Grand Mall,2383 Coastal Grand Cir,29577
1151,Myrtle Beach,SC,Red Parrot Cafe @ Breakers Resort,2006 N Ocean Blvd,29577
1152,Nacogdoches,TX,Best Western Inn of Nacogdoches,3428 South St,75964
1153,Napa,CA,Best Western Plus Inn At The Vines,100 Soscol Ave,94559-4010
1154,Napa,CA,Hampton Inn and Suites Napa,945 Hartle Ct,94559-4191
1155,Napa,CA,Hilton Garden Inn Napa,3585 Solano Avenue,94558-2709
1156,Napa,CA,The Carneros Inn,4048 Sonoma Hwy,94559
1157,Naples,FL,Fairfield Inn & Suites Naples,3808 White Lake Blvd,34117
1158,Naples,FL,Ramada Naples,1100 Tamiami Trl N,34102
1159,Naples,FL,Residence Inn Naples,4075 Tamiami Trl N,34103
1160,Naples,FL,SpringHill Suites Naples,3798 White Lake Blvd,34117
1161,Nashua,NH,Crowne Plaza Hotel Nashua,2 Somerset Pkwy,3063
1162,Nashville,TN,Best Western Suites Near Opryland,201 Music City Cir,37214
1163,Nashville,AR,Budget Inn,620 Mine St,71852
1164,Nashville,TN,Embassy Suites by Hilton Nashville Airport,10 Century Blvd,37214
1165,Nashville,TN,Fiddler's Inn,2410 Music Valley Dr,37214
1166,Nephi,UT,Best Western Paradise Inn of Nephi,1025 S Main St,84648
1167,New Albany,OH,Hampton Inn & Suites New Albany Columbus,5220 Forest Dr,43054
1168,New Braunfels,TX,Heidelberg Lodges,1020 N Houston Ave,78130
1169,New Castle,DE,Hollywood Motel,145 S Dupont Hwy,19720
1170,New Hope,PA,Olivia's Bridge Street Inn,28 W Bridge St,18938
1171,New Orleans,LA,Ace Hotel New Orleans,600 Carondelet St,70130-3511
1172,New Orleans,LA,Aloft New Orleans Downtown,225 Baronne St,70112-1701
1173,New Orleans,LA,Bienville House,320 Decatur St,70130
1174,New Orleans,LA,Cornstalk Hotel,915 Royal St,70116-2701
1175,New Orleans,LA,Econo Lodge,4940 Chef Menteur Hwy,70126-5016
1176,New Orleans,LA,Empress Hotel,1317 Ursulines Ave,70116
1177,New Orleans,LA,French Quarter Suites Hotel,1119 N Rampart St,70116-2434
1178,New Orleans,LA,Hotel Royal,1006 Royal St,70116
1179,New Orleans,LA,Hotel Storyville,1261 Esplanade Ave,70116-1947
1180,New Orleans,LA,MOXY New Orleans Downtown/French Quarter Area,210 O'Keefe Ave,70112
1181,New Orleans,LA,Maison de Macarty,3820 Burgundy St,70117-5708
1182,New Orleans,LA,NOPSI Hotel New Orleans,317 Baronne St,70112-1605
1183,New Orleans,LA,Omni Royal Orleans,621 St. Louis St,70130
1184,New Orleans,LA,Soniat House,1133 Chartres St,70116-2593
1185,New Orleans,LA,The Old No. 77 Hotel & Chandlery,535 Tchoupitoulas St,70130
1186,New Orleans,LA,The Pontchartrain Hotel,2031 Saint Charles Ave,70130-7101
1187,New Orleans,LA,"The Roosevelt New Orleans, A Waldorf Astoria Hotel",130 Roosevelt Way,70112-2502
1188,New Orleans,LA,"The Troubadour Hotel New Orleans, Tapestry Collection by Hilton",1111 Gravier St,70112-1803
1189,New Philadelphia,OH,Americas Best Value Inn New Philadelphia,181 Bluebell Dr SW,44663
1190,New Philadelphia,OH,Best Western Dutch Valley Inn,161 Bluebell Dr SW,44663
1191,New Providence,NJ,Best Western Plus Murray Hill Hotel & Suites,535 Central Ave,7974
1192,New York,NY,Central Park West Hostel,201 W 87th St,10024-2843
1193,New York,NY,Chelsea Savoy Hotel,204 W 23rd St,10011
1194,New York,NY,DoubleTree by Hilton Hotel Metropolitan - New York City,569 Lexington Ave,10022-7562
1195,New York,NY,Four Seasons Hotel New York Downtown,27 Barclay St,10007
1196,New York,NY,"The Beekman, A Thompson Hotel",123 Nassau St,10038-2415
1197,New York,NY,The Broome,431 Broome St,10013
1198,New York,NY,"The Carlyle, A Rosewood Hotel",35 E 76th St,10021-1827
1199,New York,NY,The James New York – NoMad,22 East 29th Street,10016
1200,New York,NY,The Maritime Hotel,363 W 16th St,10011
1201,New York,NY,The Nolitan Hotel,30 Kenmare St,10012-4613
1202,New York,NY,The Pearl Hotel,233 West 49th Street,10019
1203,New York,NY,The Redbury New York,29 E 29th St,10016-7902
1204,New York,NY,The St. Regis New York,Two East 55th Street at Fifth Avenue,10022
1205,Newark,DE,Hampton Inn & Suites Wilmington Christiana,1008 Old Churchmans Rd,19713
1206,Newark,NY,Newark Garden Hotel,125 N Main St,14513
1207,Newark,DE,Red Roof Inn & Suites Newark-university,1119 S College Ave,19713
1208,Newark,DE,Red Roof Plus+ Wilmington - Newark,415 Stanton Christiana Rd,19713
1209,Newaygo,MI,M -37 Motel,8372 S Mason Dr,49337
1210,Newburyport,MA,Garrison Inn,11 Brown Sq,1950
1211,Newcastle,WY,Carter Iva,248 E Wentworth St,82701
1212,Newcastle,WY,Hilltop Motel,1121 S Summit Ave,82701
1213,Newington,CT,Siesta Motel,2089 Berlin Tpke,6111
1214,Newport,TN,Holiday Inn Express & Suites Newport South,1022 Cosby Hwy,37821
1215,Newport News,VA,Courtyard Newport News Airport,530 Saint Johns Rd,23602-4509
1216,Newport News,VA,Courtyard by Marriott Newport News Airport,530 Saint Johns Rd,23602
1217,Newport News,VA,Hampton Inn Newport News-Yorktown,151 Ottis St,23602
1218,Niagara Falls,NY,"Quality Hotel & Suites ""At The Falls""",240 First St,14303
1219,Niantic,CT,The Niantic Inn,345 Main St,6357
1220,Niceville,FL,Comfort Suites At Eglin Air Force Base,148 John Sims Pkwy W,32578
1221,Norcross,GA,America's Best Inn Suites,6045 Oakbrook Pkwy,30093
1222,Norfolk,VA,Candlewood Suites Norfolk Airport,5600 Lowery Rd,23502
1223,Norfolk,VA,Motel 6 Norfolk,853 N Military Hwy,23502
1224,Norfolk,NE,Norfolk Country Inn & Suites,1201 S 13th St,68701
1225,Norfolk,VA,SpringHill Suites Norfolk Old Dominion University,4500 Hampton Blvd,23508
1226,Norfolk,VA,SpringHill Suites by Marriott Norfolk Virginia Beach,6350 Newtown Rd,23502
1227,Normal,IL,Baymont Inn Suites Normal Bloomington,6 Traders Cir,61761
1228,North Dartmouth,MA,Best Western Dartmouth Inn,737 State Rd,2747
1229,North Las Vegas,NV,Hampton Inn Las Vegas North Speedway,2852 E Craig Rd,89030
1230,North Platte,NE,Fairfield Inn and Suites North Platte,319 W South River Rd,69101
1231,North Wales,PA,Hampton Inn & Suites Philadelphia Montgomeryville,121 Garden Golf Blvd,19454
1232,Northwood,IA,Holiday Inn Express Suites Northwood,4712 Wheelerwood Rd,50459
1233,Norwalk,CT,Norwalk Inn & Conference Center,99 East Ave,6851
1234,Norwood,CO,The Norwood Inn,1415 Grand Ave,81423
1235,Nottingham,MD,Hampton Baltimore/White Marsh,8225 Town Center Dr,21236
1236,Nottingham,MD,Hampton Inn Baltimore/white Marsh,8225 Town Center Dr,21236
1237,Oakland,CA,Courtyard Oakland Airport,350 Hegenberger Rd,94621
1238,Oakley,KS,Relax Inn,428 Center Ave,67748
1239,Ocean Shores,WA,Sands Resort,801 Ocean Shores Blvd NW,98569
1240,Oceanside,CA,Motel 6,3708 Plaza Dr,92056
1241,Odessa,TX,Hampton Inn Odessa,3923 John Ben Shepperd Pkwy,79762
1242,Ogallala,NE,Quality Inn,201 Chuckwagon Rd,69153
1243,Ogunquit,ME,The Dunes On The Waterfront,518 Main St,3907
1244,Ojai,CA,Hummingbird Inn,1208 E Ojai Ave,93023
1245,Ojai,CA,Ojai Rancho Inn,615 W Ojai Ave,93023
1246,Ojai,CA,The Capri Hotel,1180 E Ojai Ave,93023
1247,Okeechobee,FL,Best Western Lake Okeechobee,3975 Us Highway 441 S,34974
1248,Oklahoma City,OK,"Ambassador Hotel Oklahoma City, Autograph Collection",1200 N Walker Ave,73103
1249,Oklahoma City,OK,Best Western Greentree Inn & Suites,1811 N Moore Ave,73160
1250,Oklahoma City,OK,Bricktown Hotel & Convention Center,2001 E Reno Ave,73117
1251,Oklahoma City,OK,Carlyle Motel,3600 Nw 39th St,73112
1252,Oklahoma City,OK,Courtyard Oklahoma City Northwest,1515 NW Expressway,73118
1253,Oklahoma City,OK,Days Inn Oklahoma City/Moore,8217 S I 35 Service Rd,73149
1254,Oklahoma City,OK,Hampton Inn Suites Oklahoma City Airport,4333 SW 15th St,73108
1255,Oklahoma City,OK,Hilton Garden Inn Oklahoma City-Bricktown,328 E Sheridan Ave,73104
1256,Oklahoma City,OK,Quality Inn Oklahoma City Airport,6300 Terminal Dr,73159
1257,Oklahoma City,OK,Ramada Oklahoma City Near Bricktown,2001 E Reno Ave,73117
1258,Oklahoma City,OK,Wingate By Wyndham Oklahoma City Airport,2001 S Meridian Ave,73108
1259,Olathe,KS,Rodeway Inn Suites,211 N Rawhide Dr,66061
1260,Old Forge,NY,Christy's Motel,2902 State Route 28,13420
1261,Old Orchard Beach,ME,Elmwood Motor Court,183 Saco Ave,4064
1262,Old Orchard Beach,ME,Imperial Waters,18 Imperial St,4064
1263,Old Orchard Beach,ME,Island View Motel,174 E Grand Ave,4064
1264,Old Orchard Beach,ME,Old Colonial Motel,61 W Grand Ave,4064
1265,Old Orchard Beach,ME,Royal Anchor Resort,203 E Grand Ave,4064
1266,Oldsmar,FL,Hampton Inn & Suites Tampa Northwest/oldsmar,4017 Tampa Rd,34677
1267,Olympia,WA,Best Western Plus Lacey Inn & Suites,8326 Quinault Dr NE,98516
1268,Omaha,NE,Best Western Old Mill Inn,650 N 109th Ct,68154
1269,Omaha,NE,Hampton Inn Omaha Midtown-Aksarben Area,1401 S 72nd St,68124
1270,Omaha,NE,Residence Inn Omaha Downtown/Old Market Area,106 S 15th St,68102
1271,Omaha,NE,Staybridge Suites Omaha 80th And Dodge,7825 Davenport St,68114
1272,Omaha,NE,TownePlace Suites Omaha West,10865 W Dodge Rd,68154
1273,Onalaska,WI,Comfort Inn,1223 Crossing Meadows Dr,54650
1274,Onalaska,WI,Hampton Inn Lacrosse/Onalaska,308 Hampton Ct,54650
1275,Ontario,OR,Best Western Inn Suites,251 NE Goodfellow St,97914
1276,Orange,CA,Best Western Orange Plaza,1302 W Chapman Ave,92868
1277,Orange City,IA,Hampton Inn Orange City,914 8th St SE,51041
1278,Orange City,FL,Orange City Motel,725 S Volusia Ave,32763
1279,Orange City,FL,Quality Inn,445 S Volusia Ave,32763
1280,Orangeburg,SC,Hampton Inn Suites Orangeburg,749 Citadel Rd,29118
1281,Orangeburg,SC,Sleep Inn,3689 Saint Matthews Rd,29118
1282,Orlando,FL,Disney's Saratoga Springs Resort & Spa,1960 Broadway,32830
1283,Orlando,FL,DoubleTree by Hilton Hotel Orlando at SeaWorld,10100 International Dr,32821
1284,Orlando,FL,Homewood Suites by Hilton Orlando-Nearest to Univ Studios,5893 American Way,32819
1285,Orlando,FL,Hyatt Regency Grand Cypress,1 Grand Cypress Blvd,32836
1286,Orlando,FL,Hyatt Regency Orlando International Airport,9300 Jeff Fuqua Blvd,32827-4347
1287,Orlando,FL,Loews Portofino Bay Hotel at Universal Orlando,5601 Universal Blvd,32819
1288,Orlando,FL,Microtel Inn & Suites Orlando (Universal Studios),7531 Canada Ave,32819-8274
1289,Orlando,FL,Orlando Continental Plaza Hotel,6825 Visitors Cir,32819
1290,Orlando,FL,Tradewinds Restaurant,6677 Sea Harbor Dr,32821
1291,Ormond Beach,FL,Atlantic Cove,711 S Atlantic Ave,32176
1292,Ormond Beach,FL,Chateau Mar Beach Resort,507 S Atlantic Ave,32176
1293,Osawatomie,KS,Country Vintage Inn,1117 6th St,66064
1294,Oshkosh,WI,Hawthorn Suites By Wyndham Oshkosh,3105 S Washburn St,54904
1295,Oshkosh,WI,Motel 6,1015 S Washburn St,54904
1296,Oxford,ME,Hampton Inn Oxford,151 Main St,4270
1297,Oxford,MS,Hampton Inn Oxford-West,110 Heritage Dr,38655
1298,Oxon Hill,MD,Hampton Inn Suites National HarborAlexandria Area,250 Waterfront St,20745
1299,Palestine,TX,Hampton Inn & Suites Palestine,2700 S Loop 256,75801-6934
1300,Palm Beach,FL,Colony Hotel,155 Hammon Ave,33480
1301,Palm Springs,CA,Best Western Inn At Palm Springs,1633 S Palm Canyon Dr,92264
1302,Palm Springs,CA,Desert Lodge,1177 S Palm Canyon Dr,92264
1303,Palo Alto,CA,Comfort Inn Palo Alto,3945 El Camino Real,94306
1304,Panama City,FL,Buccaneer Beach Motel,711 W Beach Dr,32401
1305,Panama City Beach,FL,The Chateau Motel,12525 Front Beach Rd,32407
1306,Panguitch,UT,Bryce Canyon Motel,308 N Main St,84759
1307,Panhandle,TX,Budget Inn,400 US Highway 60,79068
1308,Paola,KS,Paola Best Western Htl,1600 E Hedge Lane Ct,66071
1309,Park City,UT,Park City Peaks Hotel,2346 Park Ave,84060
1310,Pasadena,CA,Best Western Pasadena Royale,3600 E Colorado Blvd,91107
1311,Pasadena,CA,The Saga Motor Hotel,1633 E Colorado Blvd,91106
1312,Pasco,WA,My Place Hotel-pasco Wa,6830 Rodeo Dr,99301
1313,Paso Robles,CA,The Oaks Hotel,3000 Riverside Ave,93446
1314,Paxton,IL,Paxton Inn Motel,980 W Ottawa Rd,60957
1315,Peabody,MA,Plaza Motel,125 Newbury St,1960
1316,Pebble Beach,CA,The Lodge at Pebble Beach,1700 17 Mile Dr,93953
1317,Pecos,TX,Best Western Plus Swiss Chalet Hotel Suites,141 S Frontage Rd,79772
1318,Pendleton,OR,Working Girls Hotel,17 SW Emigrant Ave,97801
1319,Pensacola,FL,Quality Inn & Suites,7601 Scenic Hwy,32504
1320,Pensacola,FL,Springhill Suites Pensacola,487 Creighton Rd,32504
1321,Pensacola,FL,TownePlace Suites Pensacola,481 Creighton Rd,32504
1322,Peoria,IL,Mark Twain Hotel,225 Ne Adams St,61602
1323,Perry,GA,Days Inn Perry Near Fairgrounds,200 Valley Dr,31069
1324,Perry,GA,Econolodge,102 Valley Dr,31069
1325,Perry,GA,Jameson Inn - Perry,200 Market Place Dr,31069
1326,Perrysburg,OH,Budget Inn,3602 Hanley Rd,43551-9746
1327,Peru,IL,Tourest Motel,16 W Us Highway 6,61354
1328,Petoskey,MI,Econo Lodge South,1859 S US Highway 131,49770
1329,Philadelphia,PA,Aloft Philadelphia Downtown,101 N Broad St,19107-6523
1330,Philadelphia,PA,Embassy Suites by Hilton Philadelphia - Center City,1776 Benjamin Franklin Parkway,19103-1211
1331,Philadelphia,PA,Fairfield Inn Philadelphia Airport,8800 Bartram Ave,19153-3192
1332,Philadelphia,PA,"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",1200 Arch St,19107
1333,Phoenix,AZ,Comfort Inn I-10 West at 51st Ave,5152 W Latham St,85043-1770
1334,Phoenix,AZ,Courtyard Phoenix North/Happy Valley,2029 W Whispering Wind Dr,85085-2870
1335,Phoenix,AZ,FOUND:RE Phoenix,1100 N Central Ave,85004-1817
1336,Phoenix,AZ,Hilton Garden Inn Phoenix Airport,3422 E Elwood St,85040
1337,Phoenix,AZ,Holiday Inn North Phoenix,12027 N 28th Dr,85029-3304
1338,Phoenix,AZ,Hotel 502,502 W Camelback Rd,85013-2202
1339,Phoenix,AZ,La Quinta Inn & Suites Phoenix I-10 West,4929 W McDowell Rd,85035-4105
1340,Phoenix,AZ,Red Roof Inn Phoenix North - Bell Road,17222 N Black Canyon Hwy,85053-2012
1341,Phoenix,AZ,Residence Inn Phoenix North/Happy Valley,2035 W Whispering Wind Dr,85085-2870
1342,Phoenix,AZ,WoodSpring Suites Phoenix I-10 West,1360 N 43rd Ave,85009-3160
1343,Phoenixville,PA,Hilton Garden Inn Valley Forge/Oaks,500 Cresson Blvd,19460
1344,Pico Rivera,CA,Econo Lodge,8477 Telegraph Rd,90660
1345,Pigeon Forge,TN,Hampton Inn Suites Pigeon Forge On The Parkway,2025 Parkway,37863
1346,Pigeon Forge,TN,Microtel Inn Suites by Wyndham Pigeon Forge,2045 Parkway,37863
1347,Pigeon Forge,TN,Quality Inn Suites at Dollywood Lane,3756 Parkway,37863
1348,Pinckneyville,IL,Americas Best Value Inn Suites,5700 State Route 154,62274
1349,Pinedale,WY,Best Western Pinedale Inn,864 W Pine St,82941
1350,Pinetop,AZ,Northwoods Resort,165 E White Mountain Blvd,85935
1351,Pinetop,AZ,PVC at The Roundhouse Resort,5801 Buck Springs Rd,85935
1352,Pineville,NC,Four Points By Sheraton Charlotte-pineville,9705 Leitner Dr,28134
1353,Pineville,NC,Hilton Garden Inn Charlotte Pineville,425 Towne Centre Blvd,28134
1354,Pismo Beach,CA,Beach Comber Inn,541 Cypress St,93449
1355,Pismo Beach,CA,Seacrest Oceanfront Hotel,2241 Price St,93449
1356,Pittsburg,KS,Comfort Inn Suites,4009 Parkview Dr,66762
1357,Pittsburg,KS,Regency Inn Suites,4023 Parkview Dr,66762
1358,Pittsburgh,PA,Hotel Indigo Pittsburgh East Liberty,123 N Highland Ave,15206
1359,Pittsburgh,PA,Hyatt Place Pittsburgh North Shore,260 N Shore Dr,15212
1360,Pittsburgh,PA,Pittsburgh Marriott City Center,112 Washington Pl,15219
1361,Pittsburgh,PA,Wyndham Garden Pittsburgh Airport,1 Industry Ln,15275
1362,Pittsfield,MA,Econo Lodge,16 Cheshire Rd,1201
1363,Pittston,PA,Holiday Inn Express Wilkes-barre/scranton (airport),30 Concorde Dr,18641
1364,Plainview,TX,Budget Inn,2001 W 5th St,79072
1365,Plainview,NY,Four Points by Sheraton Plainview Long Island,333 S Service Rd,11803
1366,Plano,TX,Hyatt Place Dallas Plano,3100 Dallas Pkwy,75093
1367,Plano,TX,NYLO Plano at Legacy,8201 Preston Rd,75024
1368,Platte City,MO,Ramada Platte City KCI Airport,2512 NW Prairie View Rd,64079
1369,Pleasanton,CA,Hyatt House Pleasanton,4545 Chabot Dr,94588
