city,city_ascii,state_id,state_name,id
Haines City,Haines City,FL,Florida,1840014136
Cave Spring,Cave Spring,VA,Virginia,1840006440
Superior,Superior,WI,Wisconsin,1840038034
West Odessa,West Odessa,TX,Texas,1840037100
Medina,Medina,OH,Ohio,1840003486
Conway,Conway,SC,South Carolina,1840014716
Barberton,Barberton,OH,Ohio,1840000792
Española,Espanola,NM,New Mexico,1840020348
Dix Hills,Dix Hills,NY,New York,1840005035
Rock Springs,Rock Springs,WY,Wyoming,1840020101
Mercer Island,Mercer Island,WA,Washington,1840019830
Heber,Heber,UT,Utah,1840074861
White Bear Lake,White Bear Lake,MN,Minnesota,1840010005
Laurel,Laurel,MS,Mississippi,1840014945
Holbrook,Holbrook,NY,New York,1840005078
Bay Point,Bay Point,CA,California,1840028316
Woodstock,Woodstock,IL,Illinois,1840010107
Lochearn,Lochearn,MD,Maryland,1840005694
Green,Green,OH,Ohio,1840008254
Cloverleaf,Cloverleaf,TX,Texas,1840018248
Owatonna,Owatonna,MN,Minnesota,1840008983
Decatur,Decatur,GA,Georgia,1840014777
Pooler,Pooler,GA,Georgia,1840014914
Madison,Madison,MS,Mississippi,1840015782
Lancaster,Lancaster,SC,South Carolina,1840014630
Ewa Gentry,Ewa Gentry,HI,Hawaii,1840029577
Laurel,Laurel,MD,Maryland,1840005976
Austin,Austin,MN,Minnesota,1840006830
Lockport,Lockport,IL,Illinois,1840009256
Franklin,Franklin,IN,Indiana,1840008460
South Salt Lake,South Salt Lake,UT,Utah,1840021386
Tarpon Springs,Tarpon Springs,FL,Florida,1840015980
Edgewood,Edgewood,MD,Maryland,1840005661
San Lorenzo,San Lorenzo,CA,California,1840018912
Bluffton,Bluffton,SC,South Carolina,1840015799
Sevierville,Sevierville,TN,Tennessee,1840015359
Forest Grove,Forest Grove,OR,Oregon,1840019930
Sun City West,Sun City West,AZ,Arizona,1840019312
South Portland,South Portland,ME,Maine,1840000328
Ruskin,Ruskin,FL,Florida,1840014159
Denison,Denison,TX,Texas,1840019317
El Cerrito,El Cerrito,CA,California,1840020275
Keystone,Keystone,FL,Florida,1840028914
Coral Terrace,Coral Terrace,FL,Florida,1840029028
Claremore,Claremore,OK,Oklahoma,1840019049
Homewood,Homewood,AL,Alabama,1840014794
Farmington,Farmington,UT,Utah,1840020142
Columbine,Columbine,CO,Colorado,1840135257
South Pasadena,South Pasadena,CA,California,1840021871
Canyon Lake,Canyon Lake,TX,Texas,1840018260
Kingsville,Kingsville,TX,Texas,1840021013
Forest City,Forest City,NC,North Carolina,1840016320
Salem,Salem,VA,Virginia,1840001719
Bainbridge Island,Bainbridge Island,WA,Washington,1840018409
Caledonia,Caledonia,WI,Wisconsin,1840010091
Champlin,Champlin,MN,Minnesota,1840006746
Edwardsville,Edwardsville,IL,Illinois,1840008564
South Bradenton,South Bradenton,FL,Florida,1840029076
Fairland,Fairland,MD,Maryland,1840001593
Palm Springs,Palm Springs,FL,Florida,1840018308
Elk River,Elk River,MN,Minnesota,1840007794
Rosemount,Rosemount,MN,Minnesota,1840008951
Fountain Hills,Fountain Hills,AZ,Arizona,1840021945
Belvidere,Belvidere,IL,Illinois,1840006971
Riverside,Riverside,OH,Ohio,1840012490
Middle River,Middle River,MD,Maryland,1840005682
Muskego,Muskego,WI,Wisconsin,1840003023
Levittown,Levittown,PR,Puerto Rico,1630035506
Hazelwood,Hazelwood,MO,Missouri,1840007453
Scottsbluff,Scottsbluff,NE,Nebraska,1840009197
Fresno,Fresno,TX,Texas,1840018266
Ridgewood,Ridgewood,NJ,New Jersey,1840000899
Yucca Valley,Yucca Valley,CA,California,1840022726
Branson,Branson,MO,Missouri,1840007659
Balch Springs,Balch Springs,TX,Texas,1840019435
University Park,University Park,TX,Texas,1840022055
Timberwood Park,Timberwood Park,TX,Texas,1840019651
De Pere,De Pere,WI,Wisconsin,1840002348
Socastee,Socastee,SC,South Carolina,1840013647
Terrytown,Terrytown,LA,Louisiana,1840013990
Fajardo,Fajardo,PR,Puerto Rico,1630035668
Marysville,Marysville,OH,Ohio,1840008355
Derby,Derby,KS,Kansas,1840007569
Wilsonville,Wilsonville,OR,Oregon,1840021219
Clayton,Clayton,NC,North Carolina,1840016290
Brookings,Brookings,SD,South Dakota,1840002506
Riverbank,Riverbank,CA,California,1840020286
North Laurel,North Laurel,MD,Maryland,1840031495
Walker,Walker,MI,Michigan,1840002925
Wyandotte,Wyandotte,MI,Michigan,1840001849
Grandview,Grandview,MO,Missouri,1840008532
Forest Lake,Forest Lake,MN,Minnesota,1840007808
Chesapeake Beach,Chesapeake Beach,MD,Maryland,1840006151
Palm City,Palm City,FL,Florida,1840014192
Hudson,Hudson,WI,Wisconsin,1840002135
Clarksburg,Clarksburg,MD,Maryland,1840005830
South Elgin,South Elgin,IL,Illinois,1840013564
Auburn Hills,Auburn Hills,MI,Michigan,1840002436
Baldwin,Baldwin,NY,New York,1840005228
North Tustin,North Tustin,CA,California,1840019319
Ontario,Ontario,OR,Oregon,1840020002
Melrose Park,Melrose Park,IL,Illinois,1840011296
Ardmore,Ardmore,OK,Oklahoma,1840019258
Hastings,Hastings,NE,Nebraska,1840001130
Burlington,Burlington,WI,Wisconsin,1840002491
Norton Shores,Norton Shores,MI,Michigan,1840002873
Kernersville,Kernersville,NC,North Carolina,1840016123
Sugar Hill,Sugar Hill,GA,Georgia,1840015615
Herndon,Herndon,VA,Virginia,1840006037
Emporia,Emporia,KS,Kansas,1840001652
Prosper,Prosper,TX,Texas,1840022019
Rockville Centre,Rockville Centre,NY,New York,1840005320
Palmetto Bay,Palmetto Bay,FL,Florida,1840018335
Suitland,Suitland,MD,Maryland,1840031466
Somerset,Somerset,NJ,New Jersey,1840005375
Avon Lake,Avon Lake,OH,Ohio,1840000642
Lathrop,Lathrop,CA,California,1840020266
Loma Linda,Loma Linda,CA,California,1840020406
Watauga,Watauga,TX,Texas,1840022049
Homer Glen,Homer Glen,IL,Illinois,1840011483
Tifton,Tifton,GA,Georgia,1840015863
Dinuba,Dinuba,CA,California,1840019044
Bloomingdale,Bloomingdale,FL,Florida,1840014150
Westmont,Westmont,IL,Illinois,1840011414
Clinton,Clinton,MS,Mississippi,1840014893
Ashland,Ashland,CA,California,1840017619
Opelousas,Opelousas,LA,Louisiana,1840015014
Camas,Camas,WA,Washington,1840018524
Harvey,Harvey,IL,Illinois,1840007029
Medford,Medford,NY,New York,1840005043
Trotwood,Trotwood,OH,Ohio,1840010582
West Memphis,West Memphis,AR,Arkansas,1840015448
Collinsville,Collinsville,IL,Illinois,1840007423
Mequon,Mequon,WI,Wisconsin,1840037989
Ellensburg,Ellensburg,WA,Washington,1840019841
Ottumwa,Ottumwa,IA,Iowa,1840009339
Chantilly,Chantilly,VA,Virginia,1840006016
Shelbyville,Shelbyville,KY,Kentucky,1840015205
Woodlawn,Woodlawn,VA,Virginia,1840145210
Lodi,Lodi,NJ,New Jersey,1840003535
Orchards,Orchards,WA,Washington,1840018519
Newport,Newport,RI,Rhode Island,1840003355
San Fernando,San Fernando,CA,California,1840021861
Saginaw,Saginaw,TX,Texas,1840022046
Peekskill,Peekskill,NY,New York,1840000783
Port Angeles,Port Angeles,WA,Washington,1840019782
Mill Creek East,Mill Creek East,WA,Washington,1840041996
Brandon,Brandon,MS,Mississippi,1840013825
Sun City Center,Sun City Center,FL,Florida,1840001841
Inkster,Inkster,MI,Michigan,1840003983
Thomasville,Thomasville,GA,Georgia,1840015893
Ponca City,Ponca City,OK,Oklahoma,1840020345
Cataño,Catano,PR,Puerto Rico,1630023554
Tysons,Tysons,VA,Virginia,1840006040
West Melbourne,West Melbourne,FL,Florida,1840015963
Faribault,Faribault,MN,Minnesota,1840007889
San Benito,San Benito,TX,Texas,1840022260
Fort Washington,Fort Washington,MD,Maryland,1840005953
Lincolnton,Lincolnton,NC,North Carolina,1840015427
West Springfield,West Springfield,VA,Virginia,1840006041
Simpsonville,Simpsonville,SC,South Carolina,1840015477
Waverly,Waverly,MI,Michigan,1840006924
Bailey's Crossroads,Bailey's Crossroads,VA,Virginia,1840037327
Okemos,Okemos,MI,Michigan,1840004502
Ridgeland,Ridgeland,MS,Mississippi,1840014873
Elmwood Park,Elmwood Park,IL,Illinois,1840011272
North Platte,North Platte,NE,Nebraska,1840008251
Charles Town,Charles Town,WV,West Virginia,1840005759
Freeport,Freeport,IL,Illinois,1840008083
Waukee,Waukee,IA,Iowa,1840010181
South Plainfield,South Plainfield,NJ,New Jersey,1840001334
Wadsworth,Wadsworth,OH,Ohio,1840010294
Tumwater,Tumwater,WA,Washington,1840021145
Fairfax,Fairfax,VA,Virginia,1840001650
Candler-McAfee,Candler-McAfee,GA,Georgia,1840073846
Oak Ridge,Oak Ridge,FL,Florida,1840029062
Venice,Venice,FL,Florida,1840015989
Wright,Wright,FL,Florida,1840013921
Lincolnia,Lincolnia,VA,Virginia,1840006034
Westchase,Westchase,FL,Florida,1840029017
Edgewater,Edgewater,FL,Florida,1840014043
North Potomac,North Potomac,MD,Maryland,1840005835
Pelham,Pelham,AL,Alabama,1840014826
Corsicana,Corsicana,TX,Texas,1840019505
Seal Beach,Seal Beach,CA,California,1840021965
Fort Dodge,Fort Dodge,IA,Iowa,1840000439
Dunkirk,Dunkirk,NY,New York,1840000445
Calabasas,Calabasas,CA,California,1840019234
Chalmette,Chalmette,LA,Louisiana,1840014001
North Augusta,North Augusta,SC,South Carolina,1840014788
Palm River-Clair Mel,Palm River-Clair Mel,FL,Florida,1840073873
Mount Pocono,Mount Pocono,PA,Pennsylvania,1840003508
Farragut,Farragut,TN,Tennessee,1840016171
Jenks,Jenks,OK,Oklahoma,1840019060
Palatka,Palatka,FL,Florida,1840015062
Coronado,Coronado,CA,California,1840019354
Valinda,Valinda,CA,California,1840019213
Centerville,Centerville,OH,Ohio,1840007308
Van Buren,Van Buren,AR,Arkansas,1840015397
Greeneville,Greeneville,TN,Tennessee,1840016099
Waycross,Waycross,GA,Georgia,1840015871
Half Moon Bay,Half Moon Bay,CA,California,1840020303
Belton,Belton,MO,Missouri,1840007463
Jacksonville Beach,Jacksonville Beach,FL,Florida,1840015032
North Lynnwood,North Lynnwood,WA,Washington,1840037895
Ilion,Ilion,NY,New York,1840004149
Rosemont,Rosemont,CA,California,1840018844
Seymour,Seymour,IN,Indiana,1840009708
Oakdale,Oakdale,CA,California,1840020289
Madisonville,Madisonville,KY,Kentucky,1840015244
Romulus,Romulus,MI,Michigan,1840003963
Cudahy,Cudahy,CA,California,1840019242
Copiague,Copiague,NY,New York,1840005031
Winter Gardens,Winter Gardens,CA,California,1840019351
Leland,Leland,NC,North Carolina,1840016683
Rolling Meadows,Rolling Meadows,IL,Illinois,1840009185
Wekiwa Springs,Wekiwa Springs,FL,Florida,1840029016
Northdale,Northdale,FL,Florida,1840029107
Fort Hood,Fort Hood,TX,Texas,1840073932
Benbrook,Benbrook,TX,Texas,1840019425
Zion,Zion,IL,Illinois,1840010114
Watertown,Watertown,WI,Wisconsin,1840003000
Montrose,Montrose,CO,Colorado,1840020251
Hialeah Gardens,Hialeah Gardens,FL,Florida,1840015158
Columbus,Columbus,NE,Nebraska,1840003345
Plainview,Plainview,TX,Texas,1840020538
Auburn,Auburn,ME,Maine,1840000319
Carteret,Carteret,NJ,New Jersey,1840001331
Arnold,Arnold,MD,Maryland,1840005907
Avon,Avon,OH,Ohio,1840000641
West Puente Valley,West Puente Valley,CA,California,1840028409
Loves Park,Loves Park,IL,Illinois,1840009130
Vero Beach South,Vero Beach South,FL,Florida,1840073853
Lisle,Lisle,IL,Illinois,1840011401
Greenbelt,Greenbelt,MD,Maryland,1840005974
Granite Bay,Granite Bay,CA,California,1840017559
Maywood,Maywood,IL,Illinois,1840011294
Dickinson,Dickinson,ND,North Dakota,1840000192
Oxford,Oxford,OH,Ohio,1840009572
Kenmore,Kenmore,WA,Washington,1840018423
Allison Park,Allison Park,PA,Pennsylvania,1840026468
Farmington,Farmington,MN,Minnesota,1840007853
Monsey,Monsey,NY,New York,1840004961
Hastings,Hastings,MN,Minnesota,1840006770
Rockingham,Rockingham,NC,North Carolina,1840014617
Greenfield,Greenfield,IN,Indiana,1840014673
Auburn,Auburn,IN,Indiana,1840007100
Frederickson,Frederickson,WA,Washington,1840037551
Willoughby,Willoughby,OH,Ohio,1840000547
Mustang,Mustang,OK,Oklahoma,1840020421
Patterson,Patterson,CA,California,1840020290
Gallup,Gallup,NM,New Mexico,1840020395
Radcliff,Radcliff,KY,Kentucky,1840014329
West Rancho Dominguez,West Rancho Dominguez,CA,California,1840028406
Blue Island,Blue Island,IL,Illinois,1840007028
Crystal,Crystal,MN,Minnesota,1840006745
Belton,Belton,TX,Texas,1840019556
Pace,Pace,FL,Florida,1840013919
Marshall,Marshall,TX,Texas,1840020739
Laguna Beach,Laguna Beach,CA,California,1840020587
Webster Groves,Webster Groves,MO,Missouri,1840010744
Acworth,Acworth,GA,Georgia,1840013688
Griffin,Griffin,GA,Georgia,1840013776
Willowbrook,Willowbrook,CA,California,1840019220
Morton Grove,Morton Grove,IL,Illinois,1840011299
Keene,Keene,NH,New Hampshire,1840003050
Marina,Marina,CA,California,1840020357
Solon,Solon,OH,Ohio,1840003413
New Brighton,New Brighton,MN,Minnesota,1840007841
Mandan,Mandan,ND,North Dakota,1840000199
Pittsburg,Pittsburg,KS,Kansas,1840001697
Elizabeth City,Elizabeth City,NC,North Carolina,1840013315
Harriman,Harriman,TN,Tennessee,1840013385
Ives Estates,Ives Estates,FL,Florida,1840028705
Greenfield,Greenfield,MA,Massachusetts,1840132426
Fairhope,Fairhope,AL,Alabama,1840002039
Cottage Lake,Cottage Lake,WA,Washington,1840037848
Machesney Park,Machesney Park,IL,Illinois,1840011123
Braidwood,Braidwood,IL,Illinois,1840007090
Hurricane,Hurricane,UT,Utah,1840018936
Trussville,Trussville,AL,Alabama,1840015672
Waynesboro,Waynesboro,VA,Virginia,1840003848
Johnston,Johnston,IA,Iowa,1840008170
Corcoran,Corcoran,CA,California,1840019056
Meadville,Meadville,PA,Pennsylvania,1840000558
Landover,Landover,MD,Maryland,1840005956
Happy Valley,Happy Valley,OR,Oregon,1840019950
East Peoria,East Peoria,IL,Illinois,1840008327
Hopewell,Hopewell,VA,Virginia,1840003859
Fort Walton Beach,Fort Walton Beach,FL,Florida,1840013923
Nixa,Nixa,MO,Missouri,1840008789
Clinton,Clinton,UT,Utah,1840018736
Munster,Munster,IN,Indiana,1840009262
Christiansburg,Christiansburg,VA,Virginia,1840006447
Anthem,Anthem,AZ,Arizona,1840022919
Roselle,Roselle,IL,Illinois,1840011407
Garden City,Garden City,NY,New York,1840005289
The Crossings,The Crossings,FL,Florida,1840029008
Warrensburg,Warrensburg,MO,Missouri,1840010721
Kihei,Kihei,HI,Hawaii,1840029507
Union City,Union City,GA,Georgia,1840015610
Millbrae,Millbrae,CA,California,1840020306
Florida Ridge,Florida Ridge,FL,Florida,1840029035
Silver Firs,Silver Firs,WA,Washington,1840037898
Dolton,Dolton,IL,Illinois,1840011269
Duncan,Duncan,OK,Oklahoma,1840019253
Brent,Brent,FL,Florida,1840013913
Northfield,Northfield,MN,Minnesota,1840007891
Highland,Highland,IN,Indiana,1840010226
Sequim,Sequim,WA,Washington,1840021076
Prairie Village,Prairie Village,KS,Kansas,1840001644
Kuna,Kuna,ID,Idaho,1840020047
Coralville,Coralville,IA,Iowa,1840007076
Fort Mill,Fort Mill,SC,South Carolina,1840016479
Rose Hill,Rose Hill,VA,Virginia,1840133323
Hudson,Hudson,OH,Ohio,1840007138
Lutz,Lutz,FL,Florida,1840014156
Taylors,Taylors,SC,South Carolina,1840013498
Roanoke Rapids,Roanoke Rapids,NC,North Carolina,1840014437
Vega Baja,Vega Baja,PR,Puerto Rico,1630023572
Raymore,Raymore,MO,Missouri,1840009787
Ensley,Ensley,FL,Florida,1840013104
Fremont,Fremont,OH,Ohio,1840000653
Mukwonago,Mukwonago,WI,Wisconsin,1840003022
Watertown,Watertown,SD,South Dakota,1840002156
East Patchogue,East Patchogue,NY,New York,1840005040
Lebanon,Lebanon,OR,Oregon,1840019991
Pickerington,Pickerington,OH,Ohio,1840009528
Lexington,Lexington,SC,South Carolina,1840016724
Arvin,Arvin,CA,California,1840019147
Lino Lakes,Lino Lakes,MN,Minnesota,1840008902
Augusta,Augusta,ME,Maine,1840000302
Milford,Milford,DE,Delaware,1840006069
Shelbyville,Shelbyville,TN,Tennessee,1840015412
Corinth,Corinth,TX,Texas,1840019389
Naples,Naples,FL,Florida,1840015131
West Carson,West Carson,CA,California,1840028405
Maple Heights,Maple Heights,OH,Ohio,1840000611
Lealman,Lealman,FL,Florida,1840025161
Chester,Chester,VA,Virginia,1840006410
Gardner,Gardner,KS,Kansas,1840001636
Union Hill-Novelty Hill,Union Hill-Novelty Hill,WA,Washington,1840074663
Hayesville,Hayesville,OR,Oregon,1840034726
Siloam Springs,Siloam Springs,AR,Arkansas,1840015288
Piqua,Piqua,OH,Ohio,1840009467
Fish Hawk,Fish Hawk,FL,Florida,1840028982
Port Hueneme,Port Hueneme,CA,California,1840020475
Lakeside,Lakeside,CA,California,1840018025
Summit,Summit,NJ,New Jersey,1840000999
Secaucus,Secaucus,NJ,New Jersey,1840001033
Golden Valley,Golden Valley,MN,Minnesota,1840007824
Jasmine Estates,Jasmine Estates,FL,Florida,1840014116
Mount Vernon,Mount Vernon,OH,Ohio,1840001343
Bloomington,Bloomington,CA,California,1840017799
Camp Springs,Camp Springs,MD,Maryland,1840005947
Lennox,Lennox,CA,California,1840017923
Roselle,Roselle,NJ,New Jersey,1840001092
Geneva,Geneva,IL,Illinois,1840008135
Sunny Isles Beach,Sunny Isles Beach,FL,Florida,1840016007
Rancho San Diego,Rancho San Diego,CA,California,1840019347
Massapequa,Massapequa,NY,New York,1840005274
Bloomingdale,Bloomingdale,IL,Illinois,1840011399
Shafter,Shafter,CA,California,1840021735
Eastmont,Eastmont,WA,Washington,1840139116
Katy,Katy,TX,Texas,1840019648
Brownwood,Brownwood,TX,Texas,1840019519
Del City,Del City,OK,Oklahoma,1840019154
Jacksonville,Jacksonville,IL,Illinois,1840008438
North Bay Shore,North Bay Shore,NY,New York,1840005055
Silverdale,Silverdale,WA,Washington,1840018406
Kapolei,Kapolei,HI,Hawaii,1840025211
Allendale,Allendale,MI,Michigan,1840004345
Darien,Darien,IL,Illinois,1840007045
Perrysburg,Perrysburg,OH,Ohio,1840000623
Lewistown,Lewistown,PA,Pennsylvania,1840003592
Hamtramck,Hamtramck,MI,Michigan,1840003980
La Porte,La Porte,IN,Indiana,1840030063
Clarksville,Clarksville,IN,Indiana,1840009665
New Castle,New Castle,IN,Indiana,1840008396
Bellview,Bellview,FL,Florida,1840013912
Biddeford,Biddeford,ME,Maine,1840000342
McNair,McNair,VA,Virginia,1840041794
Villa Park,Villa Park,IL,Illinois,1840011412
Fernley,Fernley,NV,Nevada,1840020214
Elkridge,Elkridge,MD,Maryland,1840005801
Mukilteo,Mukilteo,WA,Washington,1840019793
Atoka,Atoka,TN,Tennessee,1840015416
Prichard,Prichard,AL,Alabama,1840014990
Hays,Hays,KS,Kansas,1840001628
Birmingham,Birmingham,MI,Michigan,1840002438
Easley,Easley,SC,South Carolina,1840013526
Brambleton,Brambleton,VA,Virginia,1840024497
Mountlake Terrace,Mountlake Terrace,WA,Washington,1840019792
Ramona,Ramona,CA,California,1840019346
Owosso,Owosso,MI,Michigan,1840003068
King of Prussia,King of Prussia,PA,Pennsylvania,1840005464
DeBary,DeBary,FL,Florida,1840015070
Eustis,Eustis,FL,Florida,1840014054
South Euclid,South Euclid,OH,Ohio,1840003414
South Holland,South Holland,IL,Illinois,1840011324
Palm Valley,Palm Valley,FL,Florida,1840013971
North Plainfield,North Plainfield,NJ,New Jersey,1840001059
Ashland,Ashland,OR,Oregon,1840018674
Sapulpa,Sapulpa,OK,Oklahoma,1840021691
Duarte,Duarte,CA,California,1840019246
Marietta,Marietta,OH,Ohio,1840001545
Battle Ground,Battle Ground,WA,Washington,1840018523
Stephenville,Stephenville,TX,Texas,1840022097
Amsterdam,Amsterdam,NY,New York,1840000391
Oxford,Oxford,AL,Alabama,1840014780
Park Forest,Park Forest,IL,Illinois,1840011313
Evans,Evans,CO,Colorado,1840020147
Alexandria,Alexandria,MN,Minnesota,1840006680
Fort Atkinson,Fort Atkinson,WI,Wisconsin,1840003004
Hazel Dell,Hazel Dell,WA,Washington,1840037662
Carrboro,Carrboro,NC,North Carolina,1840015334
Bardstown,Bardstown,KY,Kentucky,1840013219
East Ridge,East Ridge,TN,Tennessee,1840013452
Elko,Elko,NV,Nevada,1840020120
Covington,Covington,WA,Washington,1840018425
Gaffney,Gaffney,SC,South Carolina,1840013515
Sun Valley,Sun Valley,NV,Nevada,1840018711
Sidney,Sidney,OH,Ohio,1840009429
Bonney Lake,Bonney Lake,WA,Washington,1840018454
Dickinson,Dickinson,TX,Texas,1840019667
Martha Lake,Martha Lake,WA,Washington,1840037875
Bothell West,Bothell West,WA,Washington,1840041906
Arnold,Arnold,MO,Missouri,1840007506
Ballenger Creek,Ballenger Creek,MD,Maryland,1840031490
Rolla,Rolla,MO,Missouri,1840009849
West Pensacola,West Pensacola,FL,Florida,1840013915
Harvey,Harvey,LA,Louisiana,1840013985
Johnstown,Johnstown,CO,Colorado,1840021369
Cockeysville,Cockeysville,MD,Maryland,1840005680
Pleasant Prairie,Pleasant Prairie,WI,Wisconsin,1840003163
Shelbyville,Shelbyville,IN,Indiana,1840009561
Sweetwater,Sweetwater,FL,Florida,1840016008
St. Andrews,St. Andrews,SC,South Carolina,1840135211
Milwaukie,Milwaukie,OR,Oregon,1840019952
Bryant,Bryant,AR,Arkansas,1840013573
Salmon Creek,Salmon Creek,WA,Washington,1840018520
Kill Devil Hills,Kill Devil Hills,NC,North Carolina,1840016154
North Salt Lake,North Salt Lake,UT,Utah,1840020144
Apollo Beach,Apollo Beach,FL,Florida,1840014149
Guayama,Guayama,PR,Puerto Rico,1630035675
Cornelia,Cornelia,GA,Georgia,1840014661
Suwanee,Suwanee,GA,Georgia,1840015616
New Hope,New Hope,MN,Minnesota,1840007829
Wade Hampton,Wade Hampton,SC,South Carolina,1840035800
Green Valley,Green Valley,AZ,Arizona,1840018111
Mill Creek,Mill Creek,WA,Washington,1840019790
Universal City,Universal City,TX,Texas,1840022225
Montclair,Montclair,VA,Virginia,1840006095
Lorton,Lorton,VA,Virginia,1840006035
Clemmons,Clemmons,NC,North Carolina,1840017728
Rosamond,Rosamond,CA,California,1840019140
Bear,Bear,DE,Delaware,1840005568
Dyersburg,Dyersburg,TN,Tennessee,1840013372
Oneida,Oneida,NY,New York,1840000384
Hunters Creek,Hunters Creek,FL,Florida,1840028986
Holiday,Holiday,FL,Florida,1840014114
Louisville,Louisville,CO,Colorado,1840020179
Dixon,Dixon,CA,California,1840018859
Murray,Murray,KY,Kentucky,1840014410
Golden,Golden,CO,Colorado,1840020197
Olean,Olean,NY,New York,1840000452
Clifton,Clifton,CO,Colorado,1840017556
Grayslake,Grayslake,IL,Illinois,1840011150
North Bellmore,North Bellmore,NY,New York,1840005240
Palisades Park,Palisades Park,NJ,New Jersey,1840000915
South Milwaukee,South Milwaukee,WI,Wisconsin,1840003032
Gardner,Gardner,MA,Massachusetts,1840000436
Havelock,Havelock,NC,North Carolina,1840014592
Lake Ronkonkoma,Lake Ronkonkoma,NY,New York,1840005086
Lebanon,Lebanon,OH,Ohio,1840001546
East Moline,East Moline,IL,Illinois,1840008180
Norwalk,Norwalk,OH,Ohio,1840000817
Yorkville,Yorkville,IL,Illinois,1840010216
Logansport,Logansport,IN,Indiana,1840013861
Dublin,Dublin,GA,Georgia,1840013813
North Ogden,North Ogden,UT,Utah,1840020134
South El Monte,South El Monte,CA,California,1840021869
Lynn Haven,Lynn Haven,FL,Florida,1840015922
Ferguson,Ferguson,MO,Missouri,1840008584
Arlington,Arlington,WA,Washington,1840018378
Willmar,Willmar,MN,Minnesota,1840009995
Alice,Alice,TX,Texas,1840019714
Swansboro,Swansboro,NC,North Carolina,1840016532
Murphy,Murphy,TX,Texas,1840020659
Culpeper,Culpeper,VA,Virginia,1840006169
Ozark,Ozark,MO,Missouri,1840009926
American Canyon,American Canyon,CA,California,1840018834
Papillion,Papillion,NE,Nebraska,1840009328
The Dalles,The Dalles,OR,Oregon,1840021212
Columbia Heights,Columbia Heights,MN,Minnesota,1840006712
Barre,Barre,VT,Vermont,1840002186
Amherst Center,Amherst Center,MA,Massachusetts,1840003166
Crest Hill,Crest Hill,IL,Illinois,1840007088
Punta Gorda,Punta Gorda,FL,Florida,1840015122
Neabsco,Neabsco,VA,Virginia,1840043136
Newton,Newton,KS,Kansas,1840003846
Poplar Bluff,Poplar Bluff,MO,Missouri,1840009935
Ennis,Ennis,TX,Texas,1840020754
Tukwila,Tukwila,WA,Washington,1840021120
Prunedale,Prunedale,CA,California,1840019020
Lomita,Lomita,CA,California,1840020489
Payson,Payson,UT,Utah,1840020172
Mountain Brook,Mountain Brook,AL,Alabama,1840014792
Glassboro,Glassboro,NJ,New Jersey,1840003789
Bayshore Gardens,Bayshore Gardens,FL,Florida,1840014168
Ashland,Ashland,OH,Ohio,1840002751
Shelton,Shelton,WA,Washington,1840021123
Shenandoah,Shenandoah,LA,Louisiana,1840031152
Cherry Hill,Cherry Hill,VA,Virginia,1840026712
Henderson,Henderson,NC,North Carolina,1840014433
Linda,Linda,CA,California,1840018800
Agoura Hills,Agoura Hills,CA,California,1840019221
East Hemet,East Hemet,CA,California,1840028370
Libertyville,Libertyville,IL,Illinois,1840011161
Durango,Durango,CO,Colorado,1840018929
East Northport,East Northport,NY,New York,1840005039
Howard,Howard,WI,Wisconsin,1840002345
Monmouth,Monmouth,OR,Oregon,1840019971
Ypsilanti,Ypsilanti,MI,Michigan,1840000459
Mokena,Mokena,IL,Illinois,1840011491
Pleasantville,Pleasantville,NJ,New Jersey,1840001535
Affton,Affton,MO,Missouri,1840006124
Bartow,Bartow,FL,Florida,1840014128
Ashland,Ashland,KY,Kentucky,1840013195
Mead Valley,Mead Valley,CA,California,1840028331
Miamisburg,Miamisburg,OH,Ohio,1840008436
Merrick,Merrick,NY,New York,1840005238
Charleston,Charleston,IL,Illinois,1840007324
Germantown,Germantown,WI,Wisconsin,1840002830
Escanaba,Escanaba,MI,Michigan,1840003925
Selden,Selden,NY,New York,1840005093
Bayou Cane,Bayou Cane,LA,Louisiana,1840014031
Mililani Mauka,Mililani Mauka,HI,Hawaii,1840039224
Snellville,Snellville,GA,Georgia,1840015614
Sulphur,Sulphur,LA,Louisiana,1840015927
Harrison,Harrison,NJ,New Jersey,1840003598
South St. Paul,South St. Paul,MN,Minnesota,1840008948
Oregon,Oregon,OH,Ohio,1840000570
Middleton,Middleton,WI,Wisconsin,1840002919
Ferndale,Ferndale,MI,Michigan,1840002443
West Chester,West Chester,PA,Pennsylvania,1840001436
Forest Park,Forest Park,GA,Georgia,1840013750
La Cañada Flintridge,La Canada Flintridge,CA,California,1840020510
Hauppauge,Hauppauge,NY,New York,1840005077
Safford,Safford,AZ,Arizona,1840021989
Rocky River,Rocky River,OH,Ohio,1840003410
South San Jose Hills,South San Jose Hills,CA,California,1840019208
Elmwood Park,Elmwood Park,NJ,New Jersey,1840003544
El Reno,El Reno,OK,Oklahoma,1840020420
Saco,Saco,ME,Maine,1840000343
Fairwood,Fairwood,WA,Washington,1840037517
Greenwood,Greenwood,MS,Mississippi,1840013739
West St. Paul,West St. Paul,MN,Minnesota,1840010012
Valley,Valley,AL,Alabama,1840015760
Orinda,Orinda,CA,California,1840020280
Helena,Helena,AL,Alabama,1840014827
Cullman,Cullman,AL,Alabama,1840001354
Alamo,Alamo,TX,Texas,1840019732
